send_time,like,text
2022-02-14 22:58:19,0,是高精地图导航吗？没有看到几个关键的点，双车道遇慢车，障碍物，会不会越线超车？？单车道会车怎么处置？遇到交警临时管制或者临时封车道怎么处置？最复杂的路况都没有看到。
2022-02-14 21:12:28,0,空旷路段龟速行驶
2022-02-14 15:29:56,0,1
2022-02-14 12:05:54,0,代驾又要失业了
2022-02-14 10:29:55,0,他是跟百度地图导航走的吗？
2022-02-13 18:23:51,0,想象一下，等红灯的时候，你往旁边看一眼：“woc！见鬼了”
2022-02-13 13:48:18,0,"我说假如哈，我是说假如
双车道高速，前面有个人站在高速路上，车速120，车会刹车还是强行变道呢
说的透明点就是，发生事故的时候，车会优先保护车主性命安全还是他人性命安全
并不是杠，，，，，，
因为我感觉这个还真是个问题，，，，
和那个火车变轨杀一人的故事一样，，，"
2022-02-13 13:40:21,0,无法顺应时代发展，或摒弃时代发展的最终只不过是自己会被淘汰罢了
2022-02-13 12:58:13,0,如果有一天，车辆全部自动驾驶，并且和天眼联网，那才真是安全，不再有超速 随意变道 闯红灯 等等行为，天眼之下，一些突发状况也能提前应对
2022-02-13 00:02:01,0,我想象的是每台车都是无人驾驶，有al，然后万物互联，这样就没有人为失误。
2022-02-12 23:45:45,0,什么时候可以商用啊！！
2022-02-12 21:29:42,0,"自动驾驶！？
自动投胎！！"
2022-02-12 20:47:36,0,感觉目前还是在封闭园区内比较实用
2022-02-12 20:44:05,0,坐上去怕下不来了
2022-02-12 18:47:35,0,不是否认科技，但是这样我打车不香吗？还有更多安全保障
2022-02-12 16:30:00,0,说实话中国的道路情况很多地方都不适合自动驾驶
2022-02-11 12:51:53,0,01：43 电动车都比你快
2022-02-11 08:02:53,0,笑死，前面是大车停的就超远。还有啥时候能实现接入城市网络？哦，城市网络自己还没建立完全呢
2022-02-10 00:17:49,0,所以到底总共是开了多少公里㎞啊？
2022-02-09 23:52:16,0,说华为算个屁的，你又算个人吗
2022-02-09 19:17:34,0,话说初期成本下不来吧。毕竟研发成本不低。再加上用的传感器肯定不撇
2022-02-09 18:32:26,0,"特斯拉无人驾驶 不行
autox 行！"
2022-02-09 17:39:51,0,假如不巧出现交通事故，无人驾驶车辆的责任主体应该是哪里呢？车辆登记车主还是开发公司？[思考]
2022-02-09 14:38:48,0,没什么卵用，车流大，不守规矩的人多
2022-02-09 10:54:31,0,现阶段还不如弄无人驾驶的公交
2022-02-09 00:26:43,0,"可以在行车途中用假人增加熊孩子从绿化带冲出来的事故吗[doge]。
不同厂商的无人驾驶系统能通过前后车辆进行数据交互来大快红绿灯起步的通行速度吗[灵魂出窍]"
2022-02-08 21:34:10,0,话说面对一些突发情况的处理怎么样呢？之前我听说谷歌还是特斯拉的无人驾驶碰到一辆侧翻的小货车，然后小货车白色货箱顶面正对无人驾驶车，结果由于反光没能识别出来导致直接撞上去了[思考]
2022-02-08 20:17:28,0,000
2022-02-08 15:49:53,0,说机器靠不住把命交给机器的你是真特么搞笑！ 飞机高铁哪个不是人工驾驶与自动驾驶结合使用？汽车用自动驾驶不靠谱？难道每年那么多交通事故都不是人工驾驶导致的？ 噗噗噗噗
2022-02-08 15:20:04,0,无人驾驶最大的问题是没法处理意外情况，就好比无人车和有人车发生事故是人的责任还是机器的责任，人工智能总不能去帮你打官司或私了。而且无人车能稳定运行的标准是车内所有系统能正常运行（这意味着一辆车要一直高频率的检查），驾驶所行路段所有车都能遵守交通法则，而且无人车优先遵守的是程序员给他定的规则可不会去遵守人的道德。还有安全问题，谁能保证人工智能会不会跟人抢刹车。而且重中之重现在人工智能还没那么聪明，无人公交到还能期待一下，无人小车近10年别想进入正常生活，不止技术方面的问题，其他方面的问题太多了
2022-02-08 14:12:33,0,能不能显示一下实时车速
2022-02-08 09:20:05,0,低速可以。高速不行
2022-02-08 06:57:50,0,5g出来后 我第一反应就是 低延迟可以用在 无人驾驶上
2022-02-08 01:01:35,0,武大那个和你们是不是有合作
2022-02-07 23:43:32,0,"但可以看出车速并不快
我对自动驾驶观念就像直升机悬停或者客机机长犯困
在人需要的时候可以顶替一会，但不能全部把事交给他"
2022-02-07 20:59:06,0,可以考虑跟随前车或者自由行驶
2022-02-07 20:55:32,0,蒸牛蛙！
2022-02-07 18:07:37,0,没评论？
2022-02-07 20:02:53,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-07 17:31:03,0,特斯拉骂骂咧咧退出了视频。
2022-02-06 22:48:39,0,？？
2022-02-06 18:44:29,0,怎么没人？
2022-02-06 12:51:12,0,看样子是在深圳录的
2022-02-06 01:36:47,0,每次在亦庄看见无人驾驶都躲得远远的，我这臭骑摩托的玩不起，生怕ai突然想不开
2022-02-05 23:51:10,0,U
2022-02-05 21:55:24,0,弹幕都不看简介的吗。。。。
2022-02-05 20:39:25,0,八星
2022-02-05 20:13:41,0,嗯，知道了
2022-02-05 19:42:10,0,一年保费会不会3万起[呆]
2022-02-05 18:50:25,0,还有很多地方需要优化，跟车距离太远，红灯停车距离近2台车的位置，车速太低一路被超车
2022-02-07 19:38:18,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-04 11:34:23,0,这次测试是在哪里？
2022-02-04 09:10:40,0,有个人一直在逼逼被超车之类的，动动脑子，一是本来就在发展中，二是以后大家都是自动驾驶了不就能提速了吗
2022-02-04 02:42:43,0,怎么没评论...
2022-02-07 19:14:15,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-04 02:37:32,0,评论呢？？
2022-02-04 01:41:22,0,评论呢
2022-02-07 18:36:33,0,来了～
2022-02-03 22:59:00,0,什么时候和华为联合？[doge]
2022-02-03 21:47:06,0,播放4万没评论，有问题啊
2022-02-03 21:32:34,0,怎么一条弹幕都没有
2022-02-03 17:48:49,0,哦
2022-02-03 14:10:00,0,驾驶位不坐人上路合法吗？
2022-02-07 20:02:00,0,安途与当地政府合作
2022-02-02 23:47:42,0,这个是车顶顶着一堆设备的，还是实装在车身内的？
2022-02-02 21:53:11,0,额，不要求有安全员了吗？
2022-02-07 19:38:46,0,在168平方公里区域内是的
2022-02-02 19:33:36,0,嗯？
2022-02-02 18:32:56,0,驾驶用平方公里来算？
2022-02-07 18:40:04,2,范围
2022-02-02 18:30:42,0,没有评论？
2022-02-07 19:18:16,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-07 21:07:38,0,回复 @AutoX无人驾驶 :不用不用
2022-02-02 18:26:42,0,。。
2022-02-02 17:54:39,0,能不能把车速记录发一下
2022-02-02 16:40:32,0,蔚来呢[doge]
2022-02-02 09:09:47,0,没有评论？
2022-02-01 21:20:09,0,占个位置
2022-02-01 19:21:37,0,0评论？
2022-02-01 18:47:53,0,?hgf
2022-02-01 17:48:01,0,粗略看了下还行，细看超车的人可真多，与前车辆距离有点远，车速也比较慢。
2022-02-01 17:46:18,0,"弹幕有说危险驾驶的，这种言论你要是有脑子肯定不会说出来的，肯定有提前报备或者申请的，但是不会广而告之，就好比无人机航拍圈，一线城市你市区内飞行要提前申请航线，同时严格执行起飞降落地点，飞行路线，但不会举个大喇叭吆喝，让全市人都知道你要起飞了[笑哭]
昨天在一个大疆air2s视频里面也是看到好多不经思考的弹幕，比如说相机还会变焦肯定是P的[捂脸]B站入站考试还是太简单了"
2022-02-01 17:40:04,0,哪家公司的？
2022-02-07 19:41:29,0,安途AutoX
2022-02-01 16:31:12,0,我选择相信机器，就是不知道我的钱包信不信[蛆音娘_吃瓜群众]
2022-02-01 16:21:45,0,是不是极狐那套系统？
2022-02-07 19:41:55,0,不是，AutoX安途研发的
2022-02-01 15:43:36,0,两万多播放量没评论
2022-02-07 19:17:48,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-07 20:44:57,1,回复 @AutoX无人驾驶 :我就说嘛 技术这么好 还不让我们夸夸[doge]
2022-02-01 14:42:47,0,2w多播放一个评论没有？
2022-02-07 19:21:13,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-01 09:02:05,0,[doge]评论沦陷了嘛
2022-02-07 19:21:25,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-02-01 00:36:57,0,华为开发的？
2022-02-07 19:45:55,0,不是，安途开发的
2022-02-01 00:19:57,0,有点害怕
2022-01-31 23:46:17,0,虽然真心觉得很牛逼，但万一突发失控，主驾位不留人真的好吗[脸红]
2022-01-31 22:52:45,0,这大概是l几级的自动驾驶了？
2022-02-07 19:22:10,0,L4
2022-02-07 20:43:26,1,回复 @AutoX无人驾驶 :厉害
2022-01-31 22:52:11,0,0评论？？？
2022-02-07 19:22:00,0,感谢提醒！Up主才反应过来开启了精选评论。。
2022-01-31 22:47:49,0,可以感觉到比别的车慢好多
2022-01-31 22:28:18,0,居然没有评论，看着不错！
2022-01-31 20:45:37,0,居然没有评论
2022-01-31 19:08:49,0,咋没人呢[doge]
2022-01-31 17:39:38,0,是的，你没有看错，它没有超过一辆车[doge]
2022-01-31 16:35:27,0,加速播放可以把一些瑕疵操作给“滤波”掉
2022-02-07 19:47:44,0,也滤波了不少精彩复杂场景呢
2022-01-31 16:28:25,0,怎么没评论的哇
2022-01-31 14:44:32,0,没人说话嘛？
2022-01-31 14:45:01,0,哦～原来是要择一下
2022-01-31 10:20:02,0,没有特斯拉厉害
2022-01-31 00:06:22,0,好像不会超车
2022-01-31 00:01:04,0,这种万一出事了谁负责？
2022-01-30 23:12:06,0,不跑跑高架吗？
2022-01-30 21:52:36,0,慢
2022-01-30 16:49:58,0,导航在哪里啊？
2022-01-30 11:18:57,0,用的是哪家自动驾驶？
2022-02-07 19:54:44,0,安途AutoX
2022-01-30 11:13:48,0,用的是哪家的自动驾驶
2022-01-30 10:38:33,0,这是哪家公司的AI
2022-02-07 19:54:55,0,安途AutoX
2022-01-30 09:14:52,0,虽然能刹住车，但肯定不如特斯拉[给心心]
2022-01-30 00:37:35,0,没听过的团队耶，是那个公司下面的呢
2022-02-07 19:55:11,0,独立公司
2022-01-29 17:57:26,0,呃
2022-01-29 17:57:17,0,没评论？[疑惑]
2022-01-29 16:43:00,0,反正我不敢座[辣眼睛]
2022-01-29 16:00:51,0,评论呢？
2022-01-29 13:40:32,0,这是在哪个城市？
2022-01-29 13:18:33,0,我说怎么没评论，为啥要开精选啊？
2022-01-29 13:12:01,0,没人介绍一下配置？
2022-01-29 12:11:33,0,平方公里[tv_doge]我可以理解为在转圈么？
2022-02-07 19:56:04,0,不是的～
2022-01-29 11:51:38,0,auto？华为的？
2022-01-29 11:10:31,0,四千播放无评论？
2022-01-29 10:18:24,0,过拟合
2022-01-29 08:57:40,0,autox是华为合作的厂商吗？[微笑]
2022-01-29 06:12:09,0,是百度研发的吗？
2022-01-28 23:03:01,0,好惨
2022-01-28 22:08:41,0,是华为的吗
2022-01-28 19:09:34,0,这个是百度的吗？还是滴滴的
2022-01-28 17:18:53,0,这是一个什么公司？
2022-01-28 12:42:26,0,哪家的车？
2021-04-17 21:48:10,73,啥玩意 辟谣都不会 华为明明是买下了整个上海 你无论怎么开无论啥时候开 周围都是演员[doge]
2021-04-17 21:53:07,27,回复 @雨打龙鳞万点金 :👴格局小了
2021-04-18 10:09:11,35,瞎说，明明是大嘴雇了个叉车叉起跑的[抠鼻]
2021-04-18 10:56:33,13,是的，这个事我能作证，是特斯拉亲口告诉我的[滑稽]
2021-04-18 11:25:21,1,老BBC了
2021-04-18 12:51:10,14,当时大嘴好像在引擎盖里开车，我当场就看到了[doge]
2021-04-18 22:47:01,3,回复 @雨打龙鳞万点金 :破案了，引擎盖里藏着工程师[傲娇]
2021-04-18 23:08:05,4,回复 @小静静的魅力 :是雷总亲口说的吧……它最喜欢干这事儿了
2021-04-20 18:25:32,0,其实是我在一旁遥控开的[doge]
2021-04-20 19:17:28,2,大嘴在后面推的，在现场我是车轮[doge]
2021-04-21 17:37:46,0,不是的吧，我看到余大嘴在引擎盖下面人工驾驶的，所以才稳
2021-04-21 19:42:53,1,看你们都吹华为自动驾驶，不吹无敌的特斯拉我很鄙视你们这种墙头草，华为自动驾驶系统最大的缺点就是不能主动加塞和不能防止被加塞！只能说华为自动驾驶系统跟我比还是太嫩了[doge][doge][歪嘴][歪嘴]
2021-04-21 22:31:54,0,回复 @毕为终端 :xswl叉车。[笑哭][笑哭][笑哭]
2021-04-24 02:15:54,0,回复 @雨打龙鳞万点金 :格局小了 华为还买通了各大媒体 黑特斯拉 甚至把美国都买下来 就为了做一期特斯拉不行的视频
2021-04-26 19:58:35,0,"都是假的毕竟华为AI是可以插帧插到1920的，这些都是华为AI模拟出来给你看的我。都是假的假的

[doge][doge]"
2021-05-06 07:35:55,1,[doge]没想到吧我是演员[doge]下次碰见阿尔法我就站在他前面不动[doge]
2022-05-08 09:49:50,0,你胡说，明明大嘴在开车，只不过在引擎盖里面！
2021-04-17 09:54:12,243,想象一下，未来出现一个APP叫“智驾”，专门为人提供无人驾驶出租车，每个城市都有大量无人智能停车场，专门停放和维护智驾出租车，24小时随时待命，而人们只需要拿出手机点一点，系统即可安排附近智驾出租或者停车场内空闲出租来接驾，就算打车高峰期也可随时在不同停车场之间进行调动，也因为不用人工，极大压缩了出租车平台成本。与此同时人们打车出行的花费也进一步降低，效率更高，由于无人接触，出现意外的概率更低，安全性更强，至此，传统司机行业几乎完全被压制，继而消失。与“智驾”类似的平台，“爱行APP”的发展模式大同小异，而且经过市场的残酷竞争，也只剩下这两家无人出租车平台，“智驾”控制着南方，“爱行”垄断北方…感觉是不是很似曾相识[doge]
2021-04-17 10:48:03,3,必黑车安全。比人开高效，比出租车更智能
2021-04-17 11:58:44,1,但如果我要赶时间，它能像出租车司机一样各种抄近路狂飙吗[哦呼]
2021-04-17 12:15:13,10,回复 @Godlily_水漠 :说不定到时打车可以分等级，掏钱多给你派性能好的车，自动驾驶习惯也调整为运动模式，全程尽量压在超限百分之十速度，还有各种超车动作，都可以安全做出来，配合高精度实时地图提前规划路径，绕开拥堵和路况不好的路段，同时路上其他“普通”无人出租主动让行，妈呀[惊讶]果然有钱就能享受更好的服务[doge]
2021-04-17 13:17:07,0,那就是对人素质的另一个考验了
2021-04-17 15:11:54,0,算了吧，如果出租车都有无人驾驶，那成本就很低了，自己买个车不香？
2021-04-17 15:23:50,4,应该叫德拉曼[doge]
2021-04-17 15:24:45,0,回复 @Godlily_水漠 :如果未来都是智能车的话，你就不用担心堵车了
2021-04-17 15:48:42,1,回复 @狲啸川258 :超低配德拉曼[doge]
2021-04-17 17:28:06,0,未来难道不是我。车到指定位置。然后车自己去找车位。办完事车酒回来？
2021-04-17 18:09:07,0,回复 @林夕天邪 :现在也有5万块钱以下的车，也是很便宜，依然有打车的人，不管是不是人人有车，但打车的需求总是会有的，当你换个很远城市旅游，总不能也开着车吧，学生，老人，还有对开车需求不高的上班族，偶尔也需要打车吧
2021-04-17 18:42:55,1,回复 @狲啸川258 :也许不用到2077年就能有呢[doge]
2021-04-17 20:58:59,0,特斯拉就这么计划的，在美国投放。
2021-04-17 21:13:56,0,回复 @马克西姆中国乐迷会 :以前我只看到特斯拉卖车，我自己没想到那么多，但华为的自动驾驶系统真正提醒了我，如果自动驾驶系统成熟，能够安装在各种车型上，那么这个技术甚至将应用于出租、公交、长途运输、快递等各个需要人为驾驶的行业，进一步解放生产力，到时就没有司机这一职业了，而且华为声称不造车，但是汽车行业缺到处都有华为的影子，果然华为是有魄力，有野心的
2021-04-18 00:28:53,0,回复 @我有红外套 :都智能驾驶，除了出国去哪不能开车？我就不行智能驾驶后还限速120呢？睡一觉醒来就到地方这多快活
2021-04-18 00:40:31,0,回复 @林夕天邪 :时间啊，过路费啊，油钱啊，电费啊，充电时间啊，再之你就喜欢开车，你也有车，那学生呢？一般一个家庭一辆车，那车用着呢，但家里其他人突然要去其他地方呢？在你眼里难道出行方式只剩下开车了吗？古代有马车，近代有黄包车，现代有出租车，临时找辆车的出行需求可以说从古代到现代就没断过，你怎么这么自信未来能够天下大同，人手一辆自动驾驶车呢[疑惑]
2021-04-18 00:46:56,0,回复 @我有红外套 :学生不是有校车吗？跟出租车有啥关系，没那么多的问题啊，有钱去哪都不用出租，没钱的啊就会很少出门，再说都无人驾驶租车跟出租就是一个性质谁合算谁有优势，出租车哪里有现在网约车那么多优势
2021-04-18 02:28:06,0,回复 @林夕天邪 :你这样的回答…我竟然跟你回复了好几条[捂脸]
2021-04-18 06:18:04,0,滴滴，你个王八🥚
2021-04-18 09:43:11,0,那么自动驾驶全面取代人类驾驶员后，车子拼的是音质，空调，按摩效果，屏幕清晰度。辣鸡这车的显示屏是4K的不是8K，辣鸡这车的高音的破音了。[狗子][狗子][狗子][狗子]
2021-04-18 09:44:44,0,回复 @Godlily_水漠 :你好欢迎乘坐无人驾驶飞机，方圆300公里来去如风
2021-04-20 00:20:13,0,回复 @林夕天邪 :停车还是麻烦事啊
2021-04-20 18:03:56,1,回复 @Godlily_水漠 :来个优先度分级，一级休闲(观光车)、二级普通(通勤)、三级加急(行政接待)、四级优先(赶飞机)、五级绿色通道(送医之类的，但指定地点)，等级越高，其它的智能驾驶汽车会主动避让，除了五级，其它等级越高收费越高，你看怎么样[吃瓜]
2021-04-22 09:52:37,0,快的话十年内吧[doge]
2021-04-22 14:02:07,0,你想多了 自己开一回事 运营另一回事 每辆车最起码需要安全员 也不能这么粗暴的把就业人员赶出去
2021-04-26 15:15:26,0,回复 @禁基的士官长 :滴滴你个王八蛋
2021-04-26 16:56:47,0,回复 @林夕天邪 :好像长沙一些区域已经投入使用了
2021-04-27 20:11:10,0,私家车是不是会大面积消失。[星星眼]
2021-04-29 18:10:19,0,滴滴你个王八蛋[doge]
2021-04-18 20:11:52,242,辟谣了，都是小米研发的，华为只是过来装了个壳子
2021-04-18 22:58:53,3,[doge]忘加了
2021-04-19 18:15:53,0,回复 @xixyang :[doge]
2021-04-19 19:40:57,4,对，能量是卢十瓦用爱发电驱动的
2021-04-22 10:14:09,0,回复 @xixyang :有一说一，你们这种人和那群猴子也没区别[滑稽]之前被猴子恶心，现在又感受到了熟悉的味道
2021-04-22 13:39:51,0,是的，我看到了[doge][doge][doge]
2021-04-22 19:50:53,0,回复 @cinema2020 :猪肉卢
2021-04-22 19:51:02,0,回复 @鹿克思灯业 :猪肉卢
2021-04-28 19:45:39,0,哪里有装壳子，华为花了10个亿买了个冠名。
2021-05-02 16:50:16,1,微辣套个鸿蒙壳，小米自研888换皮成麒麟990A是吧[脱单doge][脱单doge][脱单doge]
2021-05-02 18:32:31,0,以后的小米车就成和华为“联合研发”了
2021-04-17 15:26:45,208,自动驾驶最主要问题是真的出现意外大家就会责怪自动驾驶不可靠，哪怕已经比人可靠千百倍也会这样
2021-04-17 17:22:26,9,对，所以法律跟进就要特别注意，但如果是多个公司的算法，那就很难统筹出一个共适的法律法规
2021-04-18 01:48:01,3,回复 @Endlisses :我想国家会出台相关测试，通过表示自动驾驶功能合格可以上路，出现交通事故就按规则里定的来算，不在规则内算人类司机
2021-04-18 09:48:40,3,只有无理泼妇才会指指点点，正常人还是走程序，有保险赔就是了，能够被放出来市场就证明那个时候已经符合上路标准了，并且统计事故率肯定低于人驾驶，如果你要要求百分百无事故，建议一视同仁把出大事故的人类司机也送监狱。自己做不到的事情永远不要要求别人做到
2021-04-18 14:03:36,4,回复 @十二岁的金闪闪 :驾驶使自己受伤就是自己责任，自动驾驶使自己受伤不就是自动驾驶责任？但自动驾驶如何承担责任，怎么判断当时的情况自动驾驶应不应该承担责任都不够明确。
2021-04-18 14:04:39,0,回复 @十二岁的金闪闪 :走一个路段自己开肯定会出事最后只是自己作死，但是是自动驾驶的话不就是自动驾驶承担责任了？
2021-04-19 13:25:32,0,如果大家都是自动驾驶，还会有个毛线的不按规矩行车，那事故率也就随之而然降低了 现在绝大部分的交通事故不都是驾驶人员没注意或者情绪驾驶之类状况才发生的吗
2021-04-20 08:39:48,0,回复 @没滑轮的鼠标 :公安局起草修改道路交通安全法 已经在公示征求社会意见[嗑瓜子]关于自动驾驶方面如何落地应该是可以预见的了[脱单doge]
2021-04-20 10:38:34,0,回复 @Endlisses :法律根本不是问题  问题是技术问题  如果百分百不会出问题   那别人出问题  就是别人的问题了
2021-04-25 21:57:24,0,回复 @没滑轮的鼠标 :现在不是l5啊。。。。
2021-05-04 09:04:41,0,[doge]华为的比人可靠，但是美国特什么的就不一定了。第一华为的传感器多，第二核心器件是自己的适配自家的好做数据准确买的就不一定了。
2021-04-17 07:06:14,132,除了合作厂商北汽不怎么样，其它都挺好！希望比亚迪加入吧
2021-04-17 07:52:32,7,比亚迪这个趋势，我感觉他想自己做
2021-04-17 07:57:28,3,回复 @天天脱非入欧 :BYD就是要自己做
2021-04-17 08:11:53,4,回复 @tatz17pt :其实比亚迪可以先搭载华为的自动驾驶嘛，等自己做出来了，再搭载其他车型也可以呀，现在时间就是金钱。
2021-04-17 08:28:54,15,回复 @BLBL天使 :小米就是一直用高通的芯片，这么久了，强的只有高通，自己还是做不出来
2021-04-17 08:48:03,27,Byd一直走的都是自主研发路线，可以和华为在车机系统上合作，自动驾驶可能不太容易合作。
2021-04-17 09:37:13,29,北汽你可以理解为就是个代工厂，除了车壳和四个轱辘，其他三电，车机系统，都是华为自研的
2021-04-17 11:32:43,4,华为这个感觉比比亚迪还好[笑哭]
2021-04-17 15:00:01,6,回复 @豆腐店的藤原文太 :比亚迪和特斯拉是同一种方案，华为是激光，在咋样激光雷达总是不毫米波雷达和图像要好的，而且还有华为老本行逆天算法加成，未来比亚迪绝对要入激光雷达的
2021-04-17 15:00:56,8,回复 @傲吏身闲笑五侯 :自动驾驶可能会买华为的激光雷达，毕竟华为的激光雷达太便宜了，香的不得了
2021-04-17 15:29:26,10,回复 @0000船到桥头自然沉0000 :不是，华为的是激光，视觉，雷达的复合制导，精度当然更好了
2021-04-17 15:32:24,7,回复 @0000船到桥头自然沉0000 :确实便宜又好用，目前来看华为的智能驾驶确实是最优解，不过……就怕资本市场抹黑，让其胎死腹中。
2021-04-17 16:09:49,4,回复 @傲吏身闲笑五侯 :不至于，这玩意白菜价，以前一台激光雷达就购买几台车了，谁能想到二十万一台车现在有激光雷达，落差太大，香的不得了，没人和成本和金钱过不去，
2021-04-17 18:54:48,2,回复 @傲吏身闲笑五侯 :其实，华为已经和几十家合作了[妙啊]今年会有三家上市，未来两年会出现一批
2021-04-17 19:51:54,3,比亚迪是理工男思维，但还不至于是死脑筋思维，他不会在自己不擅长的领域死磕到底，所以很大可能是两种情况：1、真的就自己慢慢干；2、与华为合作深度定制，而不是用公版方案
2021-04-17 21:01:44,0,回复 @chenhaneong :可不能这么认为，品牌本身就北汽，不是给其他牌子做代工，不能这么打比方的[笑哭]
2021-04-17 21:04:29,0,回复 @马克西姆中国乐迷会 :那你觉得用户如果选择这款车是认北汽这个品牌还是认华为？
2021-04-17 22:35:16,3,回复 @chenhaneong :我怎么认为不重要，我也代表不了所有人，回复你不过是提醒用代工打比方并不恰当罢了。从你言语我是有些许感觉，华为可以凌驾于车企之上，这种姿态对华为在智能汽车领域的发展并没有好处，当然了也可以能多想了。但是肯定会有人这么认为的，幸好这么认为的人掌控不了华为，保持帮车企造好车的初衷是华为不断扩大合作伙伴必要因素。
2021-04-17 23:42:56,0,回复 @aqunbo :这是要走大疆路线成为武器公司
2021-04-18 00:20:07,1,回复 @马克西姆中国乐迷会 :很显然华为的野心不在造车这件事呀，车是什么品牌对华为来说不是很care，今天是北汽长安，明天可以是BBA
2021-04-18 01:04:49,0,回复 @马克西姆中国乐迷会 :华为汽车很明确地说了目标就是对标博世，至于是否凌驾于车企之上就看你怎么看了
2021-04-18 06:31:49,0,价格出来了自动驾驶版比基础版贵快一倍了
2021-04-18 09:51:45,0,比亚迪合作华为 股价能上500，现在这样感觉市场会被吃掉，因为特斯拉核心技术就是自动驾驶这个，第一吃螃蟹罢了。那些没有螃蟹吃的憨憨总会被淘汰，电动环保永远没有智能化的吸引力大。
2021-04-18 13:05:21,0,回复 @chenhaneong :但是没有北汽的招牌，华为也不好卖啊。
2021-04-18 19:16:27,0,回复 @职业喷子TV :没有北汽可以有其他，理论上华为可以跟国内外任何一家车企合作
2021-04-19 05:06:28,0,第二天华为自己的发布会上有比亚迪啊[辣眼睛]
2021-04-19 11:31:00,1,未来应该会搭载，昨天看了华为发布会，发现都是拆开的，雷达，数据库，自动驾驶八爪鱼，mdc，热系统等等全都是拆开，应该是都想开放，你需要什么就买什么。比亚迪可能还不想全栈搭载，华为初期应该是想全栈搭载量产车测试可靠性，未来才会拆开售卖。
2021-04-20 20:58:42,0,比亚迪和华为合作了呀，发布会上公布的合作车企伙伴比亚迪就在第一行中间[笑哭]
2021-04-21 11:31:39,0,回复 @BLBL天使 :不可能的，除非真的打不过了，不然，。，华为的品牌力比比亚迪强太多了。
2021-04-22 11:08:35,0,回复 @蓝蓝的便便 :然而，贵出来的这些，跟国外同水平对比便宜到骨折。
2021-05-01 12:56:45,0,北汽在极狐上做了什么，又能什么？华为在做什么，又做什么？了解了这些你就知道极狐了。就好比说：对事不对人，结果呈现最重要。
2021-12-23 10:12:00,0,北汽？你知道为什么只有赛力斯才能放在华为旗舰店吗？因为赛力斯是99%由华为研发制造的，1%只是借了北汽的壳而已，华为这么做一个是避免美国制裁，因为汽车好多关键零件还得靠进口，没办法，一个是遵循自己不造车的原则，不然直接从合作合伴变同行公敌，华为已经很难了肯定不想国内再弄一堆敌人，说白了就是华为借北汽的壳造汽车。
2022-05-08 09:51:26,0,回复 @0000船到桥头自然沉0000 :在算法和雷达这方面，华为是佼佼者。再加上它的软件和调教。体验🛫
2021-04-18 15:30:33,110,华为有个上海城是专门拍电影的，这里就是，演员都是专业群演
2021-04-18 21:19:41,8,回复 @嵇叔好帅 :[doge] 加个狗头 应该懂了吧。 忘加了
2021-04-18 21:22:19,0,狗头呢？不加狗头就开炮了
2021-04-21 18:11:50,5,"刀已经插上了，忘记拔出来了。
算了，还是拔出来吧。
不对，拔出来死的快，还是插回去吧。
不行，刀上有我的指纹，算了还是回收吧。
还是不对劲，插回去让后人祭奠吧[doge]"
2021-04-22 09:13:16,0,专业[doge]
2021-04-24 02:17:28,0,你不是像我这样的真男人的话就好好加狗头吧
2021-05-02 12:44:03,0,来人，给他披上敌军的衣服厚葬吧，后来的人会记住他的
2021-05-04 22:25:45,0,想想你为啥干不过热评[吃瓜][吃瓜]
2021-05-09 00:52:21,0,我吃小孩那桌[星星眼]
2021-04-22 21:51:33,105,其实说真心话，不吹不黑，华为自动驾驶确实很牛，但是具体的还是得等到年底量产交付后实际使用情况，只有大量应用才会发现问题，改正问题，因为实际驾驶过程中遇到的情况实在是太多了。自动驾驶毕竟才刚开始成熟，还有待于市场检验。我的目标是买台车，它自己跑滴滴养活我[星星眼][星星眼]
2021-04-25 18:27:48,4,然后乘客因为车太慢了投诉你[doge]
2021-04-27 00:28:13,1,华为这套系统已经测试好多年了~2000万公里的测试[歪嘴]
2021-05-03 10:42:23,2,回复 @花泽蔫菜 :不慢了 20年的一个测试视频都是压着道路最高速度（70km/h）跑的[笑哭]
2021-05-03 11:45:02,1,有个采访文字版的，实际量产车比现在试驾车更加厉害，现在的算法只用到30%
2021-04-18 15:43:54,74,辟谣了，华为的自动驾驶是外面用叉车将车底盘抬起来开的[doge]
2021-04-18 15:54:09,4,破案了，其实是华为投影，车压根没动[doge]
2021-05-09 00:52:44,0,回复 @甜瓜好苦 :全息投影[doge]
2021-04-19 11:34:26,72,未来你们想要的车企应该会搭载，昨天看了华为发布会，发现都是拆开的，雷达，数据库，自动驾驶八爪鱼，mdc，热系统全都是拆开，应该是都想开放，你需要什么就买什么。比亚迪可能还不想全栈搭载，华为初期应该是想全栈搭载量产车测试可靠性，未来才会拆开售卖，自动驾驶问题还很多，大厂也都考虑到，不敢盲目搭载。
2021-04-20 14:35:06,1,毕竟是性命攸关的事，还是要要紧一点的
