send_time,dm_time,crc32_id,text
2021-04-26 19:15:25,0:03:22.834000,524310d1,工业垃圾
2021-04-26 19:15:28,0:02:32.319000,f162c9e5,所以说特斯拉真的不要脸
2021-04-26 19:15:28,0:02:55.489000,e7c09e32,哈哈哈哈哈哈哈哈
2021-04-26 19:15:33,0:00:07.819000,ee770af3,没有失灵，只是刹车助力失效了，车主没有用脚把刹车踩下去
2021-04-26 19:15:52,0:02:39.159000,f162c9e5,特斯拉还改数据，还嘴硬
2021-04-26 19:16:13,0:03:07.387000,cc67cfc4,危
2021-04-26 19:16:55,0:01:24.212000,805907fe,委婉
2021-04-26 19:17:02,0:00:57.373000,4fe35eec,你们真敢啊我现在看见特斯拉都害怕
2021-04-26 19:17:04,0:02:23.233000,591cfdd7,专
2021-04-26 19:17:15,0:04:01.074000,f162c9e5,就一个平板加四个轮
2021-04-26 19:17:34,0:01:37.991000,3fbdc1cf,不超过0.6算合格
2021-04-26 19:17:35,0:05:15.859000,c53af210,好
2021-04-26 19:17:49,0:00:27.059000,ed3f2c08,支持！
2021-04-26 19:18:18,0:01:29.745000,4fe35eec,特斯拉aka祖宗
2021-04-26 19:18:40,0:00:49.875000,f3fe4640,特斯拉数据库没在中国
2021-04-26 19:18:45,0:05:23.939000,f162c9e5,解决用户就行了
2021-04-26 19:18:46,0:01:22.682000,4f3f6005,还搁这调查呢？调查=消费者问题
2021-04-26 19:18:50,0:01:00.374000,f3fe4640,特斯拉数据没在中国
2021-04-26 19:18:51,0:04:31.195000,effe9c2a,特斯拉:你们这个不是权威部门测试，我们不认可。
2021-04-26 19:19:01,0:05:09.737000,f162c9e5,解决用户就行了
2021-04-26 19:19:31,0:04:19.337000,460ff1a2,这个结实
2021-04-26 19:19:43,0:03:47.229000,3fbdc1cf,单踏板模式约等于当刹车
2021-04-26 19:20:09,0:03:00.849000,4fe35eec,我咋感觉这种设计是反人类呢
2021-04-26 19:20:21,0:01:54.933000,a7de22f7,火箭模式
2021-04-26 19:20:50,0:04:47.268000,cb5727f8,你有币了
2021-04-26 19:20:55,0:05:13.448000,3a27b496,当然是解决出问题的人更快，成本更低
2021-04-26 19:21:05,0:01:24.151000,c5ed7894,明显
2021-04-26 19:21:11,0:03:22.912000,f73030b8,特斯拉是几乎不做耐久试验的！从整车到零部件都是！就离谱
2021-04-26 19:21:22,0:04:47.205000,c571c7da,注意安全！！！
2021-04-26 19:21:24,0:03:51.661000,4fe35eec,而且在紧急情况下谁有空去看啊
2021-04-26 19:21:37,0:04:55.539000,1750bf8a,《 态 度 》
2021-04-26 19:21:38,0:03:47.875000,f3fe4640,特斯拉是间谍车
2021-04-26 19:21:46,0:03:56.374000,f3fe4640,特斯拉是间谍车
2021-04-26 19:21:49,0:02:08.654000,c5ed7894,这回看看水军怎么洗
2021-04-26 19:22:04,0:04:36.433000,54b6d8aa,刚发现，特斯拉没仪表盘，这是要干死强迫症啊
2021-04-26 19:22:21,0:01:46.004000,3c92e9e5,我的已经卖二手车店去了，我也有一次刹车变硬，还好我速度不快
2021-04-26 19:23:14,0:02:00.275000,fc9ccc49,我同事的车就是一摸一样的问题！好在两次都没有出事
2021-04-26 19:23:20,0:03:39.151000,c5ed7894,这视频要被公关
2021-04-26 19:23:25,0:04:20.769000,c41965f2,保护
2021-04-26 19:24:19,0:04:05.168000,d1ee2b04,特斯拉车存在安全隐患，不得出售
2021-04-26 19:25:02,0:02:22.670000,3fb1ecb0,这刹车力气小的踩不住就离谱，怎么跑到市面上的
2021-04-26 19:25:14,0:03:29.637000,629514c8,韭菜车
2021-04-26 19:25:31,0:03:05.435000,89b4e945,歪头看仪表盘?
2021-04-26 19:25:46,0:02:35.318000,3b9beda2,买特斯拉需要多锻炼右脚
2021-04-26 19:26:02,0:03:43.839000,8bad95dd,一下有回收一下没有你敢用？
2021-04-26 19:26:07,0:04:06.468000,3afb6527,仪表板都没有的车，你们买来是图什么？
2021-04-26 19:26:43,0:05:21.059000,63f90a1e,期待!
2021-04-26 19:27:33,0:00:54.917000,fb6efe87,理性。。维得鸟权么？
2021-04-26 19:27:40,0:03:33.113000,bc75ab09,一定要保留好数据
2021-04-26 19:27:48,0:04:27.645000,bdfa37bd,三联支持
2021-04-26 19:27:54,0:04:33.645000,bdfa37bd,客观！
2021-04-26 19:28:04,0:04:43.146000,bdfa37bd,支持科普
2021-04-26 19:28:10,0:03:25.867000,6ebeb2c8,安全隐患大啊
2021-04-26 19:28:18,0:05:01.670000,ae3e0577,只要解决了客户，之后没有什么问题是不能解决的。
2021-04-26 19:28:23,0:00:28.485000,42ea3d9c,能刹，只能刹一点点
2021-04-26 19:28:40,0:02:55.419000,e047b59,这字。。。。
2021-04-26 19:31:57,0:02:50.075000,a0fd7de6,单踏板模式是罪魁祸首
2021-04-26 19:32:44,0:02:16.167000,e3be38d4,說了一堆廢話，就是煞車有出過問題，人命關天~~
2021-04-26 19:33:37,0:02:56.873000,59e287f8,注意安全啊
2021-04-26 19:33:53,0:05:04.301000,34501be3,解决不了问题，就解决提问题的人
2021-04-26 19:33:59,0:01:08.670000,21c1af88,有！
2021-04-26 19:34:04,0:05:18.233000,7ed06dd3,三连有了！牛逼
2021-04-26 19:34:39,0:04:43.989000,9a265f3,良心
2021-04-26 19:34:41,0:00:24.201000,9cea686d,问题是不搞大没人处理啊
2021-04-26 19:34:56,0:03:29.219000,90fa52b6,及时录屏估计很快就被公关了
2021-04-26 19:36:28,0:00:54.909000,48a50ed3,球员当裁判
2021-04-26 19:36:32,0:03:50.335000,28149d71,没仪表盘
2021-04-26 19:37:24,0:03:30.670000,6acbcdb3,希望更多人看到
2021-04-26 19:37:29,0:00:47.769000,50f4b3b2,不这样压根没人搭理你
2021-04-26 19:37:42,0:05:10.462000,a9a6fb82,特斯拉:你在教我做事？
2021-04-26 19:37:59,0:02:10.779000,48a50ed3,蹬穿特斯拉！！！
2021-04-26 19:39:16,0:02:50.340000,7beaeea2,这是路不好，锅不是特斯拉的
2021-04-26 19:39:23,0:03:36.499000,6f83b018,司机：测特斯拉得加钱
2021-04-26 19:39:33,0:04:55.054000,72cebaa7,厂家解决消费者的态度
2021-04-26 19:39:59,0:03:56.158000,1c9e1f12,雅阁变速箱forever
2021-04-26 19:40:06,0:04:15.294000,197f59ff,这么简陋的车 买30万不到
2021-04-26 19:40:20,0:04:34.232000,7f2bc5c,实锤！
2021-04-26 19:41:11,0:03:55.640000,f6754ebb,没有仪表
2021-04-26 19:41:14,0:04:35.438000,316ce26e,你币有了
2021-04-26 19:41:24,0:04:16.099000,4a127188,必须召回
2021-04-26 19:41:36,0:00:34.778000,40a62dde,有地方说理吗？
2021-04-26 19:42:02,0:02:01.876000,a4cff349,牛逼牛逼
2021-04-26 19:42:18,0:00:45.139000,efac401a,p，特斯拉最清楚发生了什么，就是怕大规模召回就遮遮掩掩
2021-04-26 19:43:31,0:04:17.577000,3c7cc6e1,国产电车多香呀
2021-04-26 19:43:56,0:00:25.855000,2867aff0,还不支持 谁不想体面 
2021-04-26 19:44:06,0:02:25.555000,17d58af1,有但不完全有
2021-04-26 19:44:28,0:01:34.053000,6791967d,这不巧了么
2021-04-26 19:45:40,0:03:34.938000,4657812,别这么玩 容易炸
2021-04-26 19:45:47,0:05:04.478000,6774c738,在我这儿，特斯拉已经死刑了，这辈子不可能买
2021-04-26 19:46:04,0:05:21.881000,628c5df4,解决用户的那个，你NB
2021-04-26 19:47:31,0:05:11.171000,4657812,已送走多人。。。。
2021-04-26 19:47:37,0:04:42.862000,6791967d,充电。暴击三连充电
2021-04-26 19:47:44,0:04:32.338000,9df40b6f,真心不能开
2021-04-26 19:48:13,0:03:28.159000,70b12682,什么叫做专业！
2021-04-26 19:49:02,0:02:58.326000,46003341,特斯拉女车主借车给了几十年的男司机
2021-04-26 19:49:19,0:02:37.852000,4aa57aa6,特斯拉车主：不管发生什么，总之就是真香！喷特斯拉的要么不懂车要么没车~
2021-04-26 19:49:35,0:00:28.459000,ad3b41fd,理性有用就不用非理性了
2021-04-26 19:49:44,0:04:39.180000,84e3e36,不买就是了
2021-04-26 19:49:58,0:00:42.379000,ad3b41fd,自查是扯淡
2021-04-26 19:49:58,0:02:50.054000,17b5cfac,上海政府：特斯拉的质量应该由特斯拉自己检测
2021-04-26 19:50:29,0:01:18.049000,b6100ddd,说轮毂换了的肯定不是特斯拉车主，这个轮毂只是把盖拆了
2021-04-26 19:50:59,0:05:24.565000,4ff25efb,注意安全
2021-04-26 19:51:00,0:03:42.505000,6a7177,后视镜出现特斯拉立马躲开防止追尾
2021-04-26 19:51:02,0:01:20.532000,67e08c5e,有人管，能去丢出脸去闹，别人是女人。
2021-04-26 19:51:08,0:04:15.719000,dd443e2e,终于有说实话的车评人点赞
2021-04-26 19:51:44,0:04:27.619000,cf78fa45,顶上去
2021-04-26 19:51:46,0:03:16.574000,218fe8a,特斯拉：一定是国标有问题
2021-04-26 19:52:28,0:02:47.534000,67e08c5e,不止女性…
2021-04-26 19:53:10,0:02:58.353000,deea5be1,？？？。
2021-04-26 19:53:40,0:00:15.205000,15a10a1a,失灵而已
2021-04-26 19:53:49,0:04:13.011000,39d46da4,单踏板目前就是毒瘤，技术不够成熟，还会恶化驾驶习惯
2021-04-26 19:54:17,0:00:09.699000,5d2d8799,这热度刚好合适
2021-04-26 19:55:03,0:00:38.219000,5d2d8799,这不是被逼的吗？Abbv车比的得
2021-04-26 19:55:17,0:00:27.959000,cbd98502,哈哈哈哈哈哈哈我要笑死了
2021-04-26 19:55:32,0:00:32.919000,96eff0e1,消费同情心而已，
2021-04-26 19:57:04,0:01:05.078000,4489572c,秀！谢谢你们
2021-04-26 19:57:17,0:03:20.301000,6e847306,有一说一，不隐瞒
2021-04-26 19:57:56,0:01:07.419000,bf2326b6,这是性能版吧
2021-04-26 19:57:59,0:00:09.718000,f88b95ae,保护
2021-04-26 19:58:31,0:00:54.502000,89da8247,《刚 好》
2021-04-26 19:58:40,0:03:05.475000,771903e3,特斯拉自己员工测试可是个男的
2021-04-26 19:59:08,0:00:10.980000,68568e36,比车展还好看
2021-04-26 19:59:27,0:03:07.666000,34f02ee5,实锤
2021-04-26 19:59:38,0:02:00.483000,52327841,意味着BYD汉 赢了？
2021-04-26 20:00:17,0:04:17.993000,4489572c,赞
2021-04-26 20:00:19,0:00:43.014000,312acf81,没办法啊！官司又打不过
2021-04-26 20:00:26,0:02:42.619000,dfaed766,女孩子：呀呀呀这车是不是坏了，我用力踩会不会把车踩坏
2021-04-26 20:01:10,0:00:29.939000,283e4865,只能支持一点点
2021-04-26 20:01:47,0:04:26.931000,d28f789f,三连支持
2021-04-26 20:02:07,0:03:26.630000,dfaed766,对制动性能有影响就叫制动，收了钱的别出来bb
2021-04-26 20:02:23,0:00:38.806000,93cd44a,央视不发新闻，好像你们这些车评人就一直保持沉默
2021-04-26 20:03:00,0:03:48.115000,ce96b009,说话真严谨
2021-04-26 20:03:16,0:03:35.424000,fb29624d,但那也不是制动系统，是动能回收
2021-04-26 20:03:54,0:00:54.827000,a70b5ce0,不闹有用吗
2021-04-26 20:04:03,0:00:52.401000,d2b78335,先驱
2021-04-26 20:04:18,0:04:29.515000,7be40a88,必须三联
2021-04-26 20:05:28,0:00:57.825000,d28f789f,巧了
2021-04-26 20:06:23,0:01:52.393000,d28f789f,好家伙，实锤了
2021-04-26 20:06:44,0:03:18.988000,33c8a34,直接三连
2021-04-26 20:07:10,0:01:19.984000,6728944,有就行了
2021-04-26 20:07:10,0:01:23.092000,a515ae1,王老师注意安全
2021-04-26 20:07:42,0:00:18.488000,fda8b5f1,实锤了……
2021-04-26 20:07:43,0:03:47.646000,b162af82,三连
2021-04-26 20:07:47,0:03:25.131000,886842e3,@
2021-04-26 20:08:05,0:04:30.329000,d8448ee0,糟了，程序研发团队的中国工程师不会被背锅吧
2021-04-26 20:08:06,0:02:27.498000,fa499310,…
2021-04-26 20:08:27,0:02:20.508000,211b35ff,同款鞋子
2021-04-26 20:08:30,0:00:29.299000,c16d9b54,只有理性破防后  才会有这种手段了
2021-04-26 20:08:45,0:02:00.139000,d3195cf8,减速度，2333讲道理那个也叫加速度
2021-04-26 20:09:03,0:04:36.709000,886842e3,rnm退钱！
2021-04-26 20:09:48,0:01:49.566000,73a92f3f,点赞！
2021-04-26 20:11:55,0:02:41.659000,e27cd363,所以是车主的问题
2021-04-26 20:12:03,0:00:48.159000,eb7df484,能理性的话，我们愿意不理性么？
2021-04-26 20:12:19,0:04:39.388000,d8b8fd14,良心
2021-04-26 20:12:25,0:02:36.153000,654bbc0d,特斯拉有刹车踏板么？
2021-04-26 20:12:41,0:05:01.280000,d8b8fd14,态度决定一切
2021-04-26 20:12:45,0:03:31.073000,52d5ae2e,特死了就是一个爷
2021-04-26 20:12:58,0:02:40.073000,654bbc0d,特斯拉有刹车踏板么？
2021-04-26 20:13:03,0:01:48.343000,20057c24,就冲这一句干脆的有、投币了
2021-04-26 20:13:11,0:03:18.434000,9d7d4a56,给我上首页
2021-04-26 20:13:29,0:00:59.027000,27a008c4,特斯拉永不为奴
2021-04-26 20:13:37,0:03:46.814000,7bc0099c,雅阁。。
2021-04-26 20:13:38,0:04:11.278000,52d5ae2e,特死了!!！
2021-04-26 20:14:24,0:03:09.696000,ff6cff43,这是给人开的车?
2021-04-26 20:14:25,0:00:41.777000,817682cb,我就支持，别这么矛盾，被逼的
2021-04-26 20:14:37,0:00:36.509000,bff95860,滚
2021-04-26 20:16:08,0:03:47.859000,ed95c125,没  有  仪  表
2021-04-26 20:17:04,0:04:49.513000,ba22fe0f,这还有啥可测试的
2021-04-26 20:17:27,0:03:16.839000,fec57de8,不单是特斯拉 小鹏P7也有这样的情况。
2021-04-26 20:17:52,0:03:16.708000,56374a62,怪不得弹跳刹不住车
2021-04-26 20:18:16,0:00:54.679000,27434313,这么多刚好哦
2021-04-26 20:18:46,0:00:37.833000,30b6015,这个权威，来了个硬核的，牛
2021-04-26 20:20:10,0:01:26.162000,d61549a5,比较明显 懂得都懂
2021-04-26 20:20:30,0:02:03.944000,cd2ff3ae,实锤了
2021-04-26 20:20:45,0:02:19.416000,82090a16,怪不得之前怪人一个女车主踩的力度不够呢
2021-04-26 20:20:46,0:01:30.500000,ab744a32,王老师点赞
2021-04-26 20:21:18,0:05:12.343000,8e7f966e,美国人根本不重视人命
2021-04-26 20:21:19,0:00:10.474000,82ca113,进击的巨人
2021-04-26 20:22:23,0:00:35.170000,471c4a43,特斯垃圾
2021-04-26 20:22:46,0:03:24.746000,c4a79e1,脚感变来变去谁受的了
2021-04-26 20:22:48,0:00:59.694000,9b754799,轮毂盖子真丑，原厂轮毂好看多了
2021-04-26 20:22:55,0:00:04.419000,13789c6f,上热门，，，，，，，
2021-04-26 20:23:08,0:00:14.827000,13789c6f,保护，，，，，，，，，，，，，，，
2021-04-26 20:23:18,0:00:24.701000,13789c6f,保存视频，，，，，，，，，，
2021-04-26 20:23:18,0:00:40.962000,d6b0e2ad,转弯了吗
2021-04-26 20:23:38,0:00:10.231000,f12797fa,牛逼牛逼
2021-04-26 20:23:46,0:05:06.556000,82090a16,直接把客户一键火化就没问题了
2021-04-26 20:23:55,0:01:46.999000,471c4a43,特斯垃圾
2021-04-26 20:24:35,0:02:38.620000,b5b0dd80,开特斯拉可以锻炼脚力
2021-04-26 20:24:49,0:01:09.096000,f12797fa,哈哈哈哈哈 答案是 有
2021-04-26 20:25:15,0:01:15.435000,32457c4e,还好
2021-04-26 20:25:34,0:03:08.439000,471c4a43,bug 特斯拉
2021-04-26 20:25:45,0:04:29.191000,525c7bfb,反复鞭尸
2021-04-26 20:26:20,0:03:42.959000,471c4a43,为什么这会儿才说出来！！！！
2021-04-26 20:26:56,0:01:54.859000,b7df812,是强制动能回收
2021-04-26 20:27:18,0:00:07.699000,bd51dfd8,这么快
2021-04-26 20:27:18,0:00:50.346000,2528e1b0,狡辩么
2021-04-26 20:27:29,0:04:44.999000,471c4a43,特斯垃圾
2021-04-26 20:27:34,0:04:50.600000,21932a87,一直看这个节目，这个节目是真牛
2021-04-26 20:27:55,0:00:34.111000,b28cca48,其实非常理性
2021-04-26 20:28:11,0:00:28.019000,35b5b77a,理性如果可行谁会愿意非理性
2021-04-26 20:28:20,0:03:12.021000,22c654f,要你命3000
2021-04-26 20:29:16,0:00:09.866000,631b1900,优秀
2021-04-26 20:30:25,0:04:08.288000,59082cf3,木有仪表板你说咋整
2021-04-26 20:30:52,0:04:57.751000,2fc5f09e,车在路上遇到问题的话可能人没了
2021-04-26 20:31:13,0:03:09.673000,ca323b04,做强化路的师傅装备保护设备吧，不然可能会出危险
2021-04-26 20:31:19,0:00:48.465000,23a601f4,理性有个屁用
2021-04-26 20:31:23,0:03:46.131000,8982415c,特斯拉:懂了给你红字总可以了吧
2021-04-26 20:32:09,0:04:13.769000,354bc2a1,这还能洗白啊？
2021-04-26 20:32:32,0:03:08.790000,ec05dbfa,专业
2021-04-26 20:33:09,0:01:00.452000,5c440728,扰乱特斯拉秩序=扰乱公共秩序？
2021-04-26 20:33:11,0:03:22.905000,7b8ff1ea,国标说无论多大震动都不能出现这种情况。只要有就不行
2021-04-26 20:33:26,0:05:09.736000,ca323b04,别解决了，直接停产全部回收吧
2021-04-26 20:33:50,0:04:18.762000,ec05dbfa,良心
2021-04-26 20:34:09,0:01:29.939000,b4e3118a,热衰退也能饱死
2021-04-26 20:34:23,0:02:27.579000,aa0b3468,放屁！突然变硬一般都会觉得踩到底了，因为平时就是这么大力气，突然一换可不出事吗
2021-04-26 20:34:24,0:01:06.416000,e6ed3bab,理性人家还不理你
2021-04-26 20:34:32,0:04:07.222000,5b980999,就一个平板就是不行
2021-04-26 20:34:45,0:00:19.357000,fd5555cb,2021年4月26
2021-04-26 20:34:49,0:03:59.650000,88c35a4b,韭菜车韭菜车
2021-04-26 20:34:56,0:05:06.878000,ec05dbfa,说得很对
2021-04-26 20:36:20,0:01:30.158000,50cc6336,轮毂就这样，把轮毂盖取了而已
2021-04-26 20:37:05,0:01:52.259000,569bb801,中讲
2021-04-26 20:38:05,0:03:25.972000,6250717c,王老师有理有据，支持
2021-04-26 20:38:16,0:00:14.087000,585d8351,热乎的
2021-04-26 20:38:22,0:01:47.814000,aa8a1848,实锤了
2021-04-26 20:38:32,0:01:09.866000,108eae5a,来了来了
2021-04-26 20:38:39,0:00:58.728000,91ca10a1,轮毂根本没换，就把盖子拿掉了而已。。。
2021-04-26 20:39:07,0:04:58.179000,352b03db,特石蜡，车没问题，请看看外科是不是腿不行
2021-04-26 20:39:09,0:00:32.723000,167ba80a,轮得到你
2021-04-26 20:39:29,0:03:05.119000,789f29c5,特斯拉：车子昨天太累，所以今天特别软。属于正常现象。
2021-04-26 20:39:53,0:03:10.861000,aa8a1848,实锤了吧
2021-04-26 20:40:15,0:01:31.059000,f030fd26,求自燃  安全报告 谢谢
2021-04-26 20:40:33,0:00:44.997000,69cd5e7a,不这样谁理你
2021-04-26 20:40:45,0:03:22.785000,108eae5a,特斯拉公关马上来了
2021-04-26 20:40:59,0:00:51.182000,ba777479,遮挡号牌扣几分？
2021-04-26 20:41:01,0:04:14.773000,aa8a1848,支持
2021-04-26 20:41:05,0:03:39.999000,789f29c5,这提示就不正常，难道我还要点根烟想一想，怎么处理这提示？
2021-04-26 20:41:07,0:00:40.819000,c0714632,不需要调查
2021-04-26 20:41:32,0:00:56.582000,ba777479,耐 造 性 测 试
2021-04-26 20:41:39,0:00:43.582000,c0714632,他比谁都清楚发生了什么
2021-04-26 20:42:55,0:02:34.133000,70e0f7d5,赛车脚感
2021-04-26 20:43:38,0:04:56.659000,91ca10a1,轮毂就是最便宜的原装轮毂
2021-04-26 20:44:13,0:03:45.299000,9b534f60,特斯拉设计逻辑有问题
2021-04-26 20:44:26,0:00:47.023000,21932a87,虽然我一直不喜欢Tesla但是敢于正面问题发声的媒体太少了，必须投币支持
2021-04-26 20:44:37,0:00:52.542000,c9de6b9b,我刚开始踩吉利帝豪gs也是感觉踩不动，刹车太硬，角度踩得不对，后面就习惯了
2021-04-26 20:45:07,0:00:47.968000,19e8f3f6,特斯拉最终会和苹果、微软一样，把数据留在国内，否则，永远没有好日子了。
2021-04-26 20:45:54,0:05:21.619000,9b534f60,三连有了
2021-04-26 20:46:34,0:05:20.113000,d8fe3d07,还好还没买
2021-04-26 20:47:00,0:04:25.835000,66a196c8,好样的
2021-04-26 20:47:18,0:00:22.319000,8a7e61a6,感觉B站守护不住这个视频，会被TSL公关！！
2021-04-26 20:47:19,0:01:45.859000,953ee55e,好字
2021-04-26 20:48:03,0:04:36.378000,111eb930,如果司机也在振动，频率一致是不是就好了
2021-04-26 20:48:07,0:02:43.500000,72e30ec4,变硬这种违反直觉的设计就是一种问题
2021-04-26 20:48:45,0:00:12.450000,96d2a209,不上热榜？
2021-04-26 20:48:48,0:03:33.827000,e27041b4,地图炮电动车都有问题的，国内比亚迪荣威那么多车可没说过刹车失灵的
2021-04-26 20:49:53,0:04:57.659000,c17e0620,异常处理程序有问题。按照写普通程序写车辆程序了。没有考虑优先级。
2021-04-26 20:49:58,0:01:51.764000,ffbdb5cc,好家伙
2021-04-26 20:51:01,0:02:44.843000,ea3dc6b1,八成就是这个问题
2021-04-26 20:52:02,0:03:22.739000,dce8b9d6,保护
2021-04-26 20:53:20,0:00:04.439000,3be3615,特斯拉故障率美国那边测试是拍第二
2021-04-26 20:53:23,0:02:39.313000,7bf31a0e,刹车可以有
2021-04-26 20:53:33,0:02:50.837000,adfee7f3,刹车.exe已停止工作，Windows正在检查该问题的解决方案……
2021-04-26 20:53:37,0:01:45.876000,f89b4494,变硬，刹不住，实锤了，天下特斯拉大家症状都一样
2021-04-26 20:53:46,0:01:21.099000,bd826d2c,热衰退倒不是什么问题，一般人干不到热衰退
2021-04-26 20:54:22,0:04:45.699000,8d0c0d27,辛苦了(≧∇≦)/
2021-04-26 20:54:23,0:04:57.279000,ee77e862,撞死人了，大哥，别洗了
2021-04-26 20:54:34,0:01:22.473000,2401f536,看到没 尾灯闪了！
2021-04-26 20:54:42,0:02:57.599000,aa2aac3f,这你驾驶员还反应的过来？
2021-04-26 20:55:13,0:03:06.479000,aa2aac3f,你家车天天刹车软硬不同，你还说没问题吗？
2021-04-26 20:55:28,0:03:08.524000,2c32b540,工业垃圾
2021-04-26 20:55:44,0:02:42.481000,f6cb9394,懂了站起来踩
2021-04-26 20:55:49,0:03:33.481000,f89b4494,电动车对比传统汽车，耐久性真的不行
2021-04-26 20:56:26,0:03:38.143000,34012da7,那就是特斯拉存在问题，但这个女司机的问题也不小。
2021-04-26 20:57:10,0:04:27.331000,e4b6418b,保护
2021-04-26 20:57:24,0:03:27.258000,3be3615,这还不召回？
2021-04-26 20:57:36,0:00:17.929000,567f42ab,来了来了！！！
2021-04-26 20:58:06,0:03:32.670000,b715f37d,特斯拉：国标不算按我的标准来
2021-04-26 20:58:44,0:00:36.914000,8233324c,奔驰同等级
2021-04-26 20:58:58,0:00:49.373000,d27597fe,怎么绕路了公共秩序？
2021-04-26 20:59:30,0:01:23.674000,8233324c,普通！
2021-04-26 20:59:51,0:01:10.462000,54b2b623,有
2021-04-26 21:00:06,0:01:58.904000,8233324c,普通A级 1.2吨，特斯拉快 1.9吨了
2021-04-26 21:00:15,0:02:56.902000,567f42ab,不能拉三石弓，你开什么特斯拉
2021-04-26 21:00:47,0:01:20.493000,8e0eec87,巧了
2021-04-26 21:01:19,0:00:22.918000,819a65c4,站着说话不腰疼吗，你很理性，是不是啊？
2021-04-26 21:01:44,0:03:37.638000,8233324c,老王求生欲很强啊
2021-04-26 21:02:10,0:04:27.209000,265f5ebc,三连
2021-04-26 21:03:00,0:03:46.599000,d48d953c,点赞投币，把视频顶上去
2021-04-26 21:03:50,0:00:18.848000,75884d34,世界名画
2021-04-26 21:03:56,0:02:26.273000,a797da08,等等我就一女拳过去
2021-04-26 21:04:42,0:02:25.897000,5dcc0a75,良心
2021-04-26 21:04:59,0:02:37.559000,27434313,专业一点，你需要多大的力，有数值吗？可能你还没女性力大
2021-04-26 21:05:18,0:04:28.937000,8e0eec87,干得好
2021-04-26 21:05:54,0:01:44.194000,baef527a,Byd对特斯拉啊
2021-04-26 21:05:54,0:04:31.867000,a48a643e,666
2021-04-26 21:06:10,0:02:58.839000,27434313,不管什么原因刹车变硬，都是车辆缺陷导致的，和什么人开没关系
2021-04-26 21:06:42,0:04:35.979000,d9582bd7,肯定不买特斯拉就没事了
2021-04-26 21:07:00,0:04:38.719000,d9582bd7,不买就没事了
2021-04-26 21:07:17,0:04:14.941000,a61e119b,赶快蹭热度
2021-04-26 21:08:06,0:04:34.931000,75884d34,决不妥协
2021-04-26 21:08:17,0:00:07.379000,e856b86d,点赞了
2021-04-26 21:08:27,0:04:34.119000,27434313,特斯拉开机提示，一盔一带，安全驾驶
2021-04-26 21:08:30,0:02:06.479000,1152d738,只有一个踏板的车不能买啊
2021-04-26 21:09:12,0:02:34.216000,5cadc567,再硬也要踩到底
2021-04-26 21:09:26,0:04:58.141000,26ee4c9,动能回收。。。。和网上推测的很类似啊
2021-04-26 21:10:34,0:02:38.452000,8e0eec87,实锤了
2021-04-26 21:11:57,0:01:36.475000,5e5f56e8,重点是态度！明白吗？
2021-04-26 21:12:36,0:03:24.477000,c548eabb,远离特斯拉
2021-04-26 21:12:43,0:01:14.839000,8c8fb4ea,轮毂只是取掉了罩子
2021-04-26 21:13:12,0:04:56.876000,4b324c3e,工业垃圾特斯拉
2021-04-26 21:14:56,0:02:46.923000,245c436f,你们车就有问题
2021-04-26 21:15:45,0:03:46.373000,245c436f,这就不能帅锅给车主了
2021-04-26 21:17:22,0:01:47.561000,d9848f3b,啊这
2021-04-26 21:17:52,0:02:26.194000,20ba01d7,这种车也能上市？
2021-04-26 21:18:07,0:02:32.061000,d9848f3b,好危险
2021-04-26 21:18:23,0:04:04.346000,232930a6,仪表盘还是很重要的
2021-04-26 21:18:52,0:04:29.621000,232930a6,三连
2021-04-26 21:18:59,0:01:33.331000,90cf79c0,这就是原厂轮毂，外面的盖板拆了而已
2021-04-26 21:19:46,0:04:09.891000,d9848f3b,没有仪表盘还是太危险
2021-04-26 21:19:53,0:05:01.434000,dacc7136,态度！！！！！！！
2021-04-26 21:20:12,0:05:20.653000,dacc7136,特斯拉的态度就是鄙视中国消费者
2021-04-26 21:20:20,0:02:25.219000,6d2cf1ea,需要大力出奇迹
2021-04-26 21:20:39,0:03:44.347000,6ff2dded,我HUD满屏刹车警告
2021-04-26 21:21:28,0:03:15.736000,ffbdb5cc,都怪路不好。哈哈哈
2021-04-26 21:21:51,0:00:14.786000,9a58fdfb,懂了 谁赢了他帮谁
2021-04-26 21:21:51,0:03:55.810000,767fe345,得叮叮叮的响
2021-04-26 21:22:08,0:00:31.786000,9a58fdfb,懂了谁赢了他帮谁
2021-04-26 21:22:40,0:00:36.931000,20ba01d7,我们刹车没失灵，只是刹车助力出bug了，没有启动，而已！
2021-04-26 21:23:35,0:04:38.629000,118c0b09,保护
2021-04-26 21:24:48,0:04:43.551000,269e14a4,特斯拉只能在非常好的路面行驶，不然就不给你动能回收  让你不好刹
2021-04-26 21:25:34,0:05:05.324000,ffbdb5cc,重要的是人没了
2021-04-26 21:25:57,0:01:06.470000,248376b5,这车子好看吗？
2021-04-26 21:26:09,0:03:18.683000,6aa32969,动能回收系统又不是制动系统
2021-04-26 21:27:00,0:00:34.975000,c03be105,我很支持
2021-04-26 21:27:08,0:00:43.127000,c03be105,就该这么干
2021-04-26 21:27:23,0:00:58.044000,c03be105,不闹有人管吗？？？
2021-04-26 21:28:43,0:02:55.043000,44074bdd,软件逻辑设计缺陷
2021-04-26 21:29:00,0:04:00.394000,248376b5,这车很高级，不适合在中国这种道路上跑
